1,1,101
2,1,101
3,1,101
4,1,101
5,1,101
6,1,101
7,1,101
8,1,101
9,1,101
10,1,101
11,1,101
12,1,101
13,1,101
14,1,101
15,1,101
16,1,101
17,1,101
18,1,101
19,1,101
20,1,101
21,1,101
22,1,101
23,1,101
24,1,101
25,1,101
26,1,101
27,1,101
28,1,101
29,1,101
30,1,101
31,1,101
32,1,101
33,1,101
34,1,101
35,1,101
36,1,101
37,1,101
38,1,101
39,1,101
40,1,101
41,1,101
42,1,101
43,1,101
44,1,101
45,1,101
46,1,101
47,1,101
48,1,101
49,1,101
50,1,101
51,1,101
52,1,101
53,1,101
54,1,101
55,1,101
56,1,101
57,1,101
58,1,101
59,1,101
60,1,101
61,1,101
62,1,101
63,1,101
64,1,101
65,1,101
66,1,101
67,1,101
68,1,101
69,1,101
70,1,101
71,1,101
72,1,101
73,1,101
74,1,101
75,1,101
76,1,101
77,1,101
78,1,101
79,1,101
80,1,101
81,1,101
82,1,101
83,1,101
84,1,101
85,1,101
86,1,101
87,1,101
88,1,101
89,1,101
90,1,101
91,1,101
92,1,101
93,1,101
94,1,101
95,1,101
96,1,101
97,1,101
98,1,101
99,1,101
100,1,101
